price,bhk,area_sqft,parking
50000000.0,4.0,1400.0,0.0
4500000.0,3.0,1400.0,0.0
30000000.0,4.0,1400.0,0.0
4000000.0,2.0,1400.0,0.0
3000000.0,4.0,1400.0,0.0
1800000.0,4.0,1400.0,0.0
3386000.0,4.0,1400.0,0.0
3200000.0,4.0,1400.0,0.0
9000000.0,3.0,1400.0,0.0
3500000.0,3.0,1400.0,0.0
2500000.0,4.0,1400.0,0.0
2800000.0,4.0,1400.0,0.0
1800000.0,3.0,1400.0,0.0
3500000.0,4.0,1400.0,0.0
25000000.0,4.0,2300.0,1.0
90000000.0,4.0,2700.0,1.0
12500000.0,4.0,1400.0,0.0
21500000.0,3.0,1100.0,1.0
70000000.0,3.0,1800.0,1.0
